DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB13167,-0.8378,0.1736,0.4667,-0.7544,0.0056,-0.2456,0.1901,-0.4761,0.4858,0.6779,0.458,0.3696,-0.2216,-0.4418,-0.4413,-0.5737,-0.3061,-0.2299,0.0235,0.0656,-0.1814,1.0672,0.1121,0.0451,0.3267,0.6148,-0.4004,-0.3551,0.7565,0.1813,0.0329,-0.1036,0.3609,-0.0781,0.2673,0.2588,0.1662,1.2505,0.3705,-0.1094,0.1919,0.008,-0.2121,-0.3304,-0.0305,-0.0204,0.027,-0.5733,-0.0501,-0.0519,0.6172,-0.4102,-0.3535,0.37,0.1248,-0.5566,-0.0405,0.289,0.8127,-0.1237,-0.0429,0.1502,0.0138,0.2322,-0.1527,0.0662,0.1206,0.1799,0.2851,0.1009,-0.9289,0.3992,0.0759,0.4396,0.2227,0.2677,-0.2552,0.2612,0.2286,0.2233,0.2545,-0.0601,0.1617,0.1691,0.1856,0.1845,0.0988,0.4192,0.1841,0.1046,0.0438,0.3141,0.1517,-0.1318,0.3175,0.034,-0.2502,-0.2219,-0.0317,-0.3213
DB13179,1.9667,-1.3585,0.3176,-0.8183,-0.013,-0.2609,0.3563,1.7447,0.0124,0.7362,-1.1055,-0.1531,0.5257,-0.7486,0.5743,-0.2629,1.8981,-0.2685,-0.9333,-0.5891,0.0717,0.5124,0.3666,0.0235,-0.9732,0.1355,0.0709,0.1546,-0.2433,0.2116,0.2601,0.6298,-0.1291,0.6916,-0.0721,-0.4368,0.1046,-0.2113,-0.1343,-0.0617,1.1837,-0.2133,-0.0735,0.2413,-0.3246,-0.0367,0.3494,-0.7088,0.3927,0.2133,0.1552,-0.0168,-0.2329,0.3443,0.2229,-0.0616,0.4392,-0.2173,0.1038,0.3691,-0.3462,0.5935,-0.5651,-0.0118,-0.3031,-0.5288,0.0467,0.3094,0.6634,-0.1254,-0.3785,0.4706,-0.0175,-0.1761,-0.3893,-0.406,-0.2021,0.3829,0.3488,0.3737,0.749,-0.4361,-0.5882,0.1041,0.2249,-0.1502,-0.1436,0.1576,-0.1073,-0.3303,0.1843,0.1819,0.4647,-0.1383,-0.2796,0.6762,0.0681,-0.2743,-0.1384,0.2977
DB13231,-0.9519,-1.217,1.2615,0.2624,0.1655,0.1421,-0.3245,-0.3873,-0.2136,0.3658,0.1255,-0.3175,0.4095,-0.5267,0.1503,0.4532,0.51,0.377,-0.5476,-0.2653,0.2508,-0.0635,-0.6093,-0.1159,-0.3689,-0.0491,0.0958,-0.3695,0.0783,0.1598,-0.1414,-0.1236,0.0892,0.1222,0.3227,0.3505,-0.1801,-0.0956,-0.328,-0.1271,0.2827,0.039,0.3532,-0.2776,0.0354,-0.0331,0.0061,0.0889,0.1035,0.0772,0.0274,0.0277,0.0366,-0.0784,0.1693,0.2208,-0.0608,-0.0918,-0.241,-0.1473,-0.2224,0.2059,0.2517,-0.0166,-0.0955,0.2399,-0.1379,0.003,-0.0376,-0.1329,0.0259,0.0865,-0.2299,-0.1326,0.063,-0.0597,0.0639,0.0255,-0.0175,-0.1619,-0.0458,0.2623,-0.1633,0.0247,0.0117,-0.0433,0.0129,0.1703,0.288,0.092,-0.1092,0.1129,-0.0739,-0.0934,0.0311,0.107,0.0074,0.3462,0.0237,0.1271
DB13323,-1.3236,-1.698,0.2227,0.1911,0.2566,0.5363,-0.0347,0.02,-0.0391,0.3971,0.0071,-0.1858,-0.3443,-0.3818,0.0304,-0.0011,0.2328,0.1485,0.0067,-0.4851,0.096,0.4331,0.2086,0.463,-0.1109,0.4361,0.0428,0.0763,-0.2786,0.0212,0.0051,-0.2146,-0.1031,0.0974,0.0533,-0.0019,-0.0765,-0.1105,0.0359,-0.0578,0.123,0.1735,0.2203,-0.2503,0.2357,-0.0206,-0.0407,-0.0954,0.163,-0.01,0.1625,-0.2453,0.002,0.2387,-0.231,-0.1844,-0.0539,0.1155,0.2021,-0.1098,-0.1411,-0.0733,0.0156,0.0962,0.0267,0.0319,0.2275,-0.1086,-0.1534,0.0334,-0.108,0.2533,-0.2851,-0.229,0.0913,0.4788,-0.0402,-0.1366,0.1513,0.0346,0.0485,-0.0061,-0.01,-0.2232,-0.3358,0.0297,-0.0183,0.2171,0.0284,0.2128,-0.0191,0.1312,-0.1714,0.0848,-0.0003,0.0108,-0.0736,0.0117,-0.138,-0.2
DB13595,-1.7321,-1.6608,-0.0276,0.3144,0.5289,0.6834,-0.1807,-0.1416,-0.2448,-0.1588,-0.4722,0.0034,-0.2511,-0.2757,-0.1668,0.1313,0.3342,-0.0095,-0.1713,-0.2734,0.2373,0.1281,0.2104,0.3115,-0.0296,0.1361,0.4123,-0.1606,-0.1138,0.0056,0.0478,-0.1242,-0.058,0.0428,0.2489,-0.3099,-0.0687,-0.0705,-0.1798,0.0473,0.0185,-0.1864,0.2216,-0.2503,0.1375,0.1014,0.0958,0.2951,0.0682,-0.154,-0.0133,-0.0232,-0.0262,-0.0037,0.019,0.1468,0.0816,-0.0593,-0.0878,-0.2071,-0.1148,0.1186,0.096,0.0097,0.1052,0.1368,-0.0338,0.0538,-0.1314,-0.0162,0.04,0.1037,0.0666,0.0147,0.1134,-0.1063,-0.1134,-0.0588,0.3047,-0.0694,-0.0347,-0.1166,0.0212,0.1111,-0.0004,-0.034,0.0482,-0.0352,0.0423,0.1781,-0.0654,-0.0726,0.142,0.2064,-0.0516,-0.0351,0.079,-0.0171,0.0979,-0.0086
DB13783,-0.3023,0.697,-0.0512,-1.0753,0.6756,-1.0031,0.1958,-0.3976,0.7151,0.9915,0.6942,0.5827,-0.1015,-0.9734,-0.7827,-0.7327,-0.5328,-0.0498,-0.7403,-0.1391,-0.2249,0.6349,-0.1862,0.2425,0.5891,0.5416,-0.699,0.1392,-0.2643,0.0385,0.0691,0.301,-0.0485,-0.2444,-0.838,0.5751,0.4224,-0.5473,0.1366,-0.4816,-0.5122,0.1283,-0.6936,-0.4527,-0.6659,0.0307,-1.2042,0.2852,0.2492,-0.3198,-0.643,0.4444,-0.1464,0.4794,-0.0471,0.0849,0.263,0.034,0.158,0.0962,0.1886,0.4891,0.3021,-0.3098,-0.7479,-0.5253,0.0294,-0.3836,0.2505,-0.3718,-0.3676,-0.1749,0.0777,0.7622,0.0936,0.058,0.5505,-0.3629,0.1067,0.1451,-0.451,0.4311,-0.2553,0.0943,0.0964,-0.1042,0.4493,-0.1026,0.0417,-0.2485,-0.1922,-0.1536,0.1556,-0.478,-0.0047,-0.4076,0.1984,0.0256,-0.105,0.2089
DB13872,-0.5873,0.6093,-2.0438,0.3919,0.1856,-0.3365,1.4552,0.1824,-0.1978,0.8102,0.326,0.0817,-0.1355,-1.0193,0.1181,-0.1228,-0.2713,1.0122,-0.2002,-0.2754,-0.6985,0.5362,-0.6527,0.1733,0.3386,-0.7177,-0.5808,-0.1604,-0.3395,0.5624,-0.7938,0.0502,0.5118,-0.1946,0.2224,-0.6015,-0.0004,-0.2359,-0.0761,-0.0157,0.1319,-0.4318,0.0871,-0.1324,-0.1706,-0.0137,-0.5811,0.1346,0.3893,0.3225,0.4959,-0.6085,0.6791,-0.5263,0.3052,-0.1344,-0.2643,-0.4245,-0.2595,0.0808,-0.0679,-0.1249,-0.0065,0.417,-0.5912,0.3223,0.0545,-0.0884,-0.012,-0.1282,0.131,-0.3942,0.2743,0.2076,0.1879,0.0303,-0.1919,-0.1155,0.0408,0.146,-0.049,0.1445,-0.2643,-0.3346,-0.0229,0.0314,-0.035,0.4911,-0.3251,-0.0915,-0.2575,0.172,0.425,0.1634,-0.1226,-0.1202,-0.4315,-0.2686,-0.275,-0.1611
DB13873,-0.9445,-0.1801,0.1931,-0.3754,0.2149,-0.9938,0.4914,-0.3814,0.3214,1.1355,0.7432,-0.2353,-0.3648,-0.699,0.185,-0.7406,-0.55,-0.237,-0.418,-0.8246,-0.127,0.5489,0.372,-0.6305,0.2033,-0.0858,-0.2123,0.1574,-0.1231,0.5726,-0.2008,0.4831,-0.1728,-0.0231,-0.78,0.6363,0.0264,-0.051,-0.0583,-0.0836,-0.1171,0.016,-0.2027,-0.257,-0.2355,0.0905,-1.0152,-0.0783,-0.1771,0.3459,-0.8203,0.3078,-0.7301,0.3997,-0.0268,0.0481,0.3435,-0.4175,0.0074,-0.2303,0.4403,-0.1693,-0.3105,-0.0139,0.2361,0.3916,-0.0566,-0.0883,0.2141,-0.089,0.1668,0.0035,-0.0421,0.0169,-0.1378,-0.0621,0.0385,0.338,0.3367,-0.1331,-0.1447,0.5331,-0.0639,0.1707,-0.1072,-0.3193,-0.2284,-0.2194,0.2462,-0.1408,0.2559,0.0401,0.4414,-0.2261,0.0771,-0.113,-0.0251,0.0861,0.3349,0.1365
DB13874,-1.1096,0.4267,-0.1808,-1.2594,0.3198,-0.63,0.3224,-0.4578,-0.2275,-0.6768,0.1799,-0.9757,-0.1863,1.1565,0.4718,0.0483,0.01,-0.4476,1.3436,-0.5198,0.6659,0.2088,1.1178,-0.1076,0.3314,-0.4735,0.2837,0.3512,-0.3047,-0.4858,-0.0778,0.1688,0.1775,0.2581,0.2738,-0.002,-0.1631,-0.1838,-0.0038,-0.1472,0.1593,0.3121,-0.1175,-0.0532,-0.313,0.3137,-0.036,0.5302,-0.0017,0.3047,-0.0321,-0.1906,-0.1777,-0.0923,0.6264,-0.2529,-0.3352,-0.1356,-0.3359,0.4109,-0.4246,-0.0759,0.4584,0.1099,-0.3244,-0.127,-0.067,0.1097,-0.1912,0.3361,-0.5965,0.9492,0.0951,0.2369,-0.1086,-0.1566,0.1279,-0.1776,-0.0236,-0.0513,0.0193,0.204,0.0825,-0.3244,0.1503,-0.3496,0.0228,0.1628,0.2509,0.1263,-0.0081,0.2309,-0.0921,0.1684,-0.0094,-0.1676,-0.0689,0.352,-0.2639,0.1568
DB13878,1.2532,1.5309,-0.6869,-0.9639,0.6853,0.9317,-0.6483,-0.948,-0.4489,0.3419,0.3772,-1.3554,0.4851,-0.9729,-0.2249,0.0638,0.4474,-0.4551,-0.2867,0.2807,0.2012,-0.9858,0.1076,0.6661,-0.1899,-0.5778,-0.4784,-0.7616,-0.2399,0.679,0.3464,0.1883,-0.8781,0.7145,-0.6317,0.2077,0.2169,0.1065,-0.3149,0.4168,0.7839,-0.2532,0.9077,-0.3052,0.7977,-0.5653,0.1832,-0.1063,-0.7165,-0.1256,-1.1261,0.3288,1.3718,-0.7687,-0.139,-0.8178,-1.0316,0.3643,0.68,0.0588,0.2156,-0.873,0.1059,-0.2232,0.5972,0.296,0.1174,0.6131,-0.1508,0.0178,0.2372,0.8599,-0.3276,0.1286,0.4869,-0.2448,0.6778,-0.48,0.3444,-0.2601,0.1932,-0.1879,0.4059,0.7729,0.7781,-0.2671,0.2986,0.2377,-0.3123,-0.1642,-0.4039,-0.0309,-0.5799,0.168,0.0616,-0.3539,-0.4736,0.3883,-0.075,0.2535
DB13879,2.1775,1.0306,-0.645,-0.0691,0.0131,0.1312,0.638,-0.5549,-0.8501,-0.5622,-0.2437,-1.8192,-0.1123,-0.3948,0.9467,1.1513,1.0472,-0.9489,0.3784,-0.1075,0.3497,-0.1335,1.5354,-0.0095,1.276,-0.7019,0.0736,1.2557,0.0279,1.0161,-0.0292,0.1051,0.5416,-0.0948,-0.8027,0.4055,0.5367,-0.8473,-0.0444,-0.1603,0.0695,1.0952,0.5731,0.0269,-0.3865,1.2785,0.2443,-0.0529,1.0783,-0.4955,1.0229,0.722,-0.0642,1.3334,-0.9164,-0.6351,-0.1029,1.5568,-0.6043,-1.1843,-0.3121,0.0825,-0.7449,1.1168,-0.1301,0.5164,-0.3484,0.5423,0.0615,-0.801,-0.3014,-0.077,-0.4398,0.0151,-0.3669,0.2021,-0.1905,-1.0388,0.868,-1.3614,-0.0082,-0.0566,-0.0326,0.5586,0.527,0.2856,-1.2811,0.4685,-0.2454,-0.4093,-0.1647,0.1201,0.264,0.0516,0.6982,-0.0509,0.418,0.3155,0.0367,1.3334
DB13925,1.9875,3.5493,1.5257,0.5147,-1.3499,2.4559,1.1999,-1.5592,-1.0111,0.7411,-0.717,1.7394,0.0087,0.857,-1.4777,1.0702,-0.6734,-0.6864,0.1951,-1.0878,0.1724,0.1464,-0.8846,-1.0208,-0.9719,0.0208,0.6699,0.2982,0.6819,-0.7666,-0.4116,1.1908,0.6699,1.3103,0.6143,0.2701,-0.8418,-1.1054,-1.4021,-1.0901,0.2029,0.0683,0.9219,-0.8515,-0.5165,0.0209,-0.6982,0.943,-0.641,-0.149,0.0499,-0.8672,-0.2596,1.1647,0.3676,-0.2452,-0.2021,0.6041,-0.5539,-0.1164,-0.0712,-0.6955,0.6664,0.0906,-0.1897,-0.3038,0.4738,0.0814,-0.019,0.2405,-0.3376,-0.399,-0.4225,-0.2017,0.4327,-0.3899,0.2007,0.1368,-0.3306,0.0029,-0.4815,-0.3885,0.2057,0.3844,0.0888,0.3911,-0.0503,-0.5701,0.2026,0.5858,-0.258,-0.4364,0.5452,0.0262,0.3555,0.5787,-0.0972,0.5643,-0.2373,-0.1111
DB04865,1.3424,-0.0186,-0.4575,-1.2238,0.0083,0.0934,-1.3415,-0.1676,0.2557,0.532,0.4434,0.425,-0.2429,-0.4115,0.2851,-0.1091,0.6235,-0.5986,0.8083,-0.0628,0.5174,-0.134,0.1252,-0.1812,0.5099,-0.7951,-0.3593,0.4175,0.3349,0.3951,0.1564,0.0707,-0.1712,-0.5525,0.4902,1.0023,-0.4677,-0.2357,-0.0827,0.0701,-0.1884,0.2652,0.4312,0.6156,-0.1476,-0.3331,-0.5501,-0.1397,-0.0256,0.2825,-0.7807,0.6823,0.3693,-0.0252,-0.1903,-0.0114,0.0191,0.4928,-0.4069,-0.4878,-0.5273,0.3251,-0.3628,-0.0038,-0.7864,-0.1399,-0.1282,0.2054,0.5368,-0.6401,-0.5427,-0.8628,0.0454,0.3447,0.183,-0.7055,0.3152,0.0059,-0.0368,0.1926,-0.0806,-0.3198,0.0843,0.1778,0.1042,0.5914,0.2483,-0.0983,-0.1274,-0.0067,0.0504,-0.4611,-0.7259,0.0107,-0.4371,-0.1665,-0.3127,0.6212,-0.7026,0.1907
DB04894,1.7512,2.869,1.9828,0.4686,-1.6631,2.2986,1.6849,-1.5837,-1.1522,0.2563,-1.0085,1.7657,-0.3538,0.475,-1.7902,0.2711,-0.5538,-0.4037,-0.0457,-1.4704,-0.227,0.2996,-0.5142,-0.5391,-0.8646,-0.4408,0.3353,0.7661,0.7271,-1.001,-0.8134,1.5104,0.711,0.5497,0.0515,0.546,-0.7472,-1.4878,-1.1056,-0.9196,0.4723,-0.332,0.4605,-1.2321,-0.2044,0.0384,-0.0459,0.013,-0.0627,-0.3587,-0.0608,-0.8795,-0.7212,0.7595,0.2515,-0.4222,0.0194,0.5677,-0.6734,0.0093,0.387,-0.2888,0.2881,-0.0932,0.1816,-0.4078,-0.1313,0.2773,0.1588,0.4172,-0.1916,-0.4521,-0.0923,-0.0622,0.2559,-0.2512,0.3401,0.0752,-0.1361,-0.2447,-0.6055,-0.3966,0.0873,0.2865,0.2393,0.4726,0.1603,0.3902,0.6067,0.3248,0.4611,0.0648,0.46,-0.155,-0.1457,0.5568,-0.425,-0.2927,-0.045,0.0055
DB06413,-0.9799,0.335,1.1689,1.1519,-0.3233,-0.6026,0.189,0.004,0.2326,0.3669,-0.285,-0.4228,-0.2071,0.1944,-0.5252,-0.3697,0.0248,0.3723,-0.2657,0.348,-0.0486,-0.3339,0.2315,-0.3319,0.1599,0.1498,-0.1468,0.2571,-0.0239,-0.1306,0.2065,-0.3437,-0.0919,0.0518,0.0211,0.2844,0.4272,-0.1561,-0.2361,0.2915,-0.0541,-0.0844,-0.1419,0.135,-0.2465,0.0887,0.4648,-0.3083,0.4744,-0.0693,-0.1009,-0.0283,0.2047,-0.1641,-0.221,-0.0056,-0.0658,-0.2015,0.1098,-0.3794,0.3869,0.2564,0.1218,-0.0837,-0.1969,0.0221,-0.1648,0.055,0.2364,0.4142,-0.246,-0.1902,0.1196,0.113,0.0025,0.2062,-0.2278,-0.4235,0.2606,0.129,0.1,0.4169,-0.1609,0.0197,-0.021,0.599,0.167,0.1852,-0.1971,-0.1641,-0.269,0.2265,-0.2217,-0.0204,-0.1069,0.2665,-0.0839,-0.0327,0.0198,-0.0436
DB09280,0.2108,0.7979,-0.5003,0.0051,0.5148,-1.2107,0.1808,-0.7214,-0.0607,0.1653,0.0102,-0.3178,0.2762,0.6487,0.6651,-0.8039,0.6431,-0.7171,0.9319,0.3859,0.927,0.4795,-0.2589,0.236,0.0642,0.1568,0.3314,0.3117,0.0106,-0.046,0.4799,0.5889,-0.3314,0.1181,-0.5666,-0.3392,-0.9232,0.1239,-1.0064,-0.3572,-0.1989,-0.1245,0.4455,0.2682,-0.2853,-0.0085,0.7636,0.4578,0.1328,-0.0706,0.0282,0.2808,0.0502,0.0778,-0.0578,0.1818,0.6893,0.3528,-0.0906,-0.3143,-0.5651,0.3708,-0.2514,0.1902,-0.5521,-0.5466,0.0472,-0.0054,-0.0843,0.0546,0.4583,0.3629,-0.5254,0.0217,0.0248,-0.2151,0.2702,0.7873,-0.4376,0.0263,0.3084,0.449,0.4627,-0.1842,-0.0231,-0.4346,0.0288,-1.3108,0.5355,0.1241,0.458,0.0778,0.0232,-0.5106,-0.133,0.0242,0.1024,0.5439,-0.2264,0.0073
DB09130,-1.6512,-1.7752,0.155,0.4306,0.1545,0.6344,-0.2977,-0.0846,-0.1798,0.1561,-0.3316,0.1052,-0.1787,-0.1662,-0.247,0.1637,0.168,0.0104,-0.2031,-0.4247,0.0076,0.1338,0.2689,0.3838,-0.1718,-0.0476,0.1744,-0.0575,-0.1863,-0.0307,0.1304,0.0011,-0.0966,0.0174,-0.1264,-0.05,-0.0865,-0.0268,-0.1044,-0.2126,-0.0384,-0.0361,0.0457,-0.1274,0.1833,0.0254,0.0163,0.2029,-0.0398,0.0066,-0.0272,-0.1161,0.0258,0.1334,0.0606,0.0506,-0.1298,0.0758,0.0214,-0.1101,-0.1224,0.014,-0.0505,-0.0162,0.0605,-0.0405,-0.0425,0.1604,-0.2099,0.0754,0.0231,0.0804,-0.0746,0.0124,0.0226,-0.0143,-0.071,-0.0014,0.0745,0.0066,0.0656,0.0259,0.1136,-0.0372,-0.0371,0.0566,0.0326,0.0032,-0.0292,0.1354,-0.0503,-0.0533,-0.0819,-0.0039,-0.0248,0.0319,0.0178,-0.0534,0.0631,0.0476
DB00460,1.2769,0.256,1.0283,-0.9818,0.3539,-0.6194,0.1797,-0.5918,0.0966,-0.4961,-0.4916,0.1382,0.8981,-0.9161,0.2941,0.1698,-0.2619,-0.2865,0.668,0.2204,0.6648,1.0208,-0.0243,0.344,1.0886,0.7068,0.1691,0.4063,-0.7779,-0.0232,0.0325,-0.9935,-0.2688,0.1462,-0.0538,-1.0296,-0.4604,0.1026,0.9173,-0.8278,0.3956,0.0769,0.4451,-0.1742,0.2748,-0.952,-0.0475,0.1769,-0.6574,-0.8321,-0.0532,0.7046,0.5203,-0.1908,0.2275,-0.7155,-0.3057,0.7539,-0.0396,-0.0317,0.0441,-0.1909,0.4189,-0.3315,-0.6269,-0.3836,0.0403,-0.0366,-0.9625,-0.3972,0.2233,0.1585,0.3953,0.9883,-0.4283,0.4945,0.0067,0.1421,0.2247,0.2976,-0.3837,0.2546,-0.1037,0.2806,-0.1923,0.557,1.2364,0.1079,0.4123,-0.2997,-0.3407,0.0896,0.2864,0.0885,0.3975,-0.7126,-0.1469,-0.8018,-0.0797,-0.7023
DB09198,0.0366,0.4365,-0.467,-1.9293,0.0477,-0.3443,0.3051,0.2484,-0.0202,-1.1344,-0.3685,1.0121,0.1645,-0.3519,-0.9056,-0.4353,-0.2442,-1.8421,-0.8089,-0.8277,-0.0406,0.0512,0.0926,-1.0151,0.2272,0.1705,-0.318,-0.5724,-0.33,0.4203,-0.1471,0.4784,-0.1813,-0.1294,0.1774,-0.2256,0.0682,-0.169,0.352,-0.8788,-0.3129,0.1324,-0.1007,-0.0857,0.1324,-0.3402,0.0542,-0.475,0.6509,-0.1897,0.4172,-0.734,0.0679,-0.8816,-0.2619,-0.1285,0.2173,0.2659,-0.3812,-0.3744,-0.3635,-0.0184,-0.5851,0.6304,-0.0803,0.7867,-0.4431,-0.3991,-0.5216,0.3257,0.5721,0.1795,0.041,0.4006,-1.0249,0.1736,0.2707,0.1187,-0.3459,-0.4597,-0.0116,0.0402,0.5163,-0.0767,-0.3169,-0.4536,0.1677,-0.2497,-0.2994,-0.2736,-0.6281,-0.1131,-0.0274,0.0022,0.1018,0.2605,0.0555,0.1949,-0.2292,-0.3249
DB00080,2.7005,2.1251,1.9801,0.1146,-0.9668,1.8905,2.28,-0.564,-0.0802,0.1564,-1.1796,1.1267,0.6047,-0.2214,-0.3616,0.5728,-0.4463,0.597,1.7461,-0.7578,0.0018,0.1026,-0.5938,-0.0619,-0.0263,0.4806,0.2664,-0.0763,0.8293,-1.1148,-0.7978,0.4762,0.6576,0.7182,0.2108,-0.1959,-0.1548,0.4449,-0.5332,0.3762,-0.7916,0.0874,0.2402,-0.8367,-0.4835,0.478,-0.0199,0.5394,-0.3409,0.0992,-0.3162,0.6233,0.1929,0.5961,0.5253,-0.6221,0.5126,-0.9355,1.2169,-0.4081,0.2775,0.9231,0.988,-0.5027,-0.4835,-0.6665,-1.2291,0.788,-0.0813,0.1371,-0.4747,-0.9155,-0.0908,0.1,0.2391,0.6877,0.4511,-0.5807,0.4822,0.8626,0.5992,0.1721,-0.7132,-0.2754,-0.1772,-0.1884,-0.6844,-0.3089,0.6984,0.3998,0.3004,-0.7113,0.253,0.5854,-0.2578,-0.025,0.4748,-0.3437,-0.2165,0.4392
DB05219,-0.7719,-0.7087,-0.6172,-0.888,0.1281,0.0183,-0.6754,0.1939,-0.3786,0.7688,-0.0358,-0.1091,-0.2219,0.2607,-0.6209,-0.0809,0.028,-0.6444,0.1491,-0.0957,-0.1603,0.0461,-0.2393,-0.3272,-0.2125,0.2592,0.9407,-0.2153,-0.2243,0.1245,0.2246,1.0075,-0.8691,-0.4642,-0.2082,-0.5696,0.216,0.8208,-0.3091,0.1134,-0.2371,0.4076,0.0516,0.0486,-0.3946,-0.1382,-0.2224,-0.1627,0.6426,-0.5558,-0.1452,-0.4683,-0.1407,-0.2446,-0.1347,0.2276,0.4411,-0.135,0.1914,0.0265,-0.2146,0.8043,-0.7111,-0.4845,-0.1894,0.5459,-0.015,0.1579,0.1306,0.2538,0.2753,-0.6151,0.4324,0.5902,-0.3525,0.0022,-0.2244,-0.571,0.6812,-0.4796,-0.3261,-0.1568,-0.3028,-0.1532,-0.2312,0.2149,0.0643,0.186,-0.1065,0.3757,0.0418,-0.3716,0.1527,0.286,0.2031,-0.0341,0.1029,-0.2192,0.252,-0.4296
DB08824,0.9365,0.312,0.1,-0.2031,0.013,0.2425,-0.8266,-0.1846,0.4273,0.2988,0.4264,-0.2218,-0.1908,0.0253,0.0077,0.1284,-0.1214,-0.1293,0.1942,-0.0656,-0.0875,-0.2489,0.6974,0.2305,-0.409,-0.7539,0.1544,-0.1219,-0.2104,0.4777,-0.5813,0.0868,-0.3549,0.0783,0.3026,0.1639,0.1962,-1.0557,0.8915,-0.2538,0.2823,-0.5891,0.1526,0.0394,0.3391,0.1436,-0.5712,0.3267,0.0552,-0.2605,0.0716,0.1018,-0.2268,-0.2771,-0.2856,-0.3168,0.0965,-0.0861,0.627,-0.0837,0.3699,0.012,0.1204,0.1397,-0.4429,-0.0189,0.4465,-0.2045,0.0716,-0.9752,0.2822,0.3874,0.34,0.1032,0.0474,-0.1249,-0.1154,0.1286,-0.2583,0.2582,0.5065,-0.5343,0.0368,0.5824,0.5118,0.2827,-0.0067,-0.0321,0.0996,0.4625,0.4494,0.6747,-0.2219,0.1345,-0.178,-0.1872,-0.1384,-0.3715,0.1375,0.0677
DB00142,-0.7101,-0.913,1.7191,0.8447,0.2531,0.6024,0.0921,-0.3747,0.983,0.5647,0.1506,-0.0182,0.1984,-0.4132,-0.3104,-0.4926,0.2499,0.2474,-0.3072,0.0675,0.3096,-0.167,0.2011,-0.0925,0.4769,0.624,0.0215,-0.4907,0.1835,-0.0696,0.5406,-0.2324,-0.1924,0.2062,-0.2261,0.1608,-0.1003,-0.1717,0.2656,-0.2382,-0.1016,-0.3715,-0.4609,-0.0319,-0.3012,0.2551,0.1369,-0.1085,0.1555,-0.4365,0.4653,-0.1262,0.1075,0.0013,0.1676,0.2631,-0.3918,0.0697,-0.1393,-0.1312,-0.2072,-0.0999,-0.1388,0.2867,0.3088,-0.0673,0.0126,0.0704,0.2884,-0.0041,0.3176,-0.2375,-0.1348,0.4711,-0.1829,-0.4407,0.338,-0.1036,-0.2612,0.2527,0.0749,-0.0482,0.1096,-0.1551,0.0108,0.2825,-0.0073,0.0258,0.0114,-0.0856,0.1073,0.0024,0.2051,0.1585,-0.1025,0.1344,0.0466,-0.0596,0.155,-0.1055
DB00354,-1.2087,1.0863,-0.8201,1.0148,-1.0046,-0.0453,0.2262,0.6921,-0.2145,0.4389,1.4392,-0.6051,-0.0723,-0.0529,-0.4143,-0.0363,-0.5788,-0.1085,-0.242,0.4948,0.28,0.6229,1.1253,-0.3849,0.25,0.0986,-0.097,0.3447,0.4252,0.1212,0.6668,-0.7221,-0.1118,-0.0386,0.1412,0.717,-0.7637,-1.22,-0.0261,-0.0902,-0.0836,0.1567,0.1501,0.0726,-0.2667,0.1609,-0.1623,0.0824,-0.1317,0.512,-0.7389,0.0475,-0.6609,0.1899,0.5673,0.0503,-0.0001,-0.2784,-0.1918,-0.3939,-0.1307,-0.2775,-0.1474,-0.069,0.1152,-0.4069,-0.2269,0.191,0.3731,0.6077,-0.4479,-0.0428,-0.3947,0.5387,-0.5102,-0.1493,-0.0101,0.1804,-0.1503,-0.418,-0.037,0.2445,0.1574,0.1182,-0.4458,-0.1263,-0.6864,-0.2681,-0.5296,0.0948,-0.0601,0.2668,0.4327,-0.0068,0.2531,-0.0633,0.1959,-0.0546,0.0681,-0.1948
